# WALLABY DR2 Rotation Curves (SPARC-compatible format)
# Generated for TMT calibration
#
# Columns: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
WALLABY_J000309        19.0     4.31    64.05  10.69    27.67    27.81     0.00
WALLABY_J000309        19.0     4.60    61.97   7.28    27.94    28.08     0.00
WALLABY_J000309        19.0     4.89    51.40   9.78    28.18    28.32     0.00
WALLABY_J000309        19.0     5.19    73.65   6.52    28.39    28.54     0.00
WALLABY_J000309        19.0     5.48    73.80   7.65    28.58    28.73     0.00
WALLABY_J000311        59.7     0.50   175.69  12.62    14.21    12.93     1.31
WALLABY_J000311        59.7     0.78   161.59  16.64    21.47    19.54     1.56
WALLABY_J000311        59.7     1.06   192.21  12.30    28.06    25.53     1.61
WALLABY_J000311        59.7     1.33   174.08  11.35    33.89    30.84     1.53
WALLABY_J000311        59.7     1.61   155.72  13.92    39.00    35.49     1.38
WALLABY_J000311        59.7     1.89   185.07   9.88    43.44    39.52     1.21
WALLABY_J000311        59.7     2.17   177.05   9.14    47.28    43.02     1.04
WALLABY_J000311        59.7     2.44   175.37  15.20    50.61    46.05     0.87
WALLABY_J000311        59.7     2.72   189.45  14.06    53.51    48.69     0.73
WALLABY_J000311        59.7     3.00   187.18   9.78    56.04    50.99     0.60
WALLABY_J000311        59.7     3.28   168.46  14.14    58.26    53.01     0.49
WALLABY_J000311        59.7     3.56   180.72  13.37    60.21    54.79     0.40
WALLABY_J000311        59.7     3.83   162.09  10.91    61.95    56.37     0.32
WALLABY_J000311        59.7     4.11   175.12  15.42    63.49    57.78     0.26
WALLABY_J000311        59.7     4.39   164.17  16.99    64.88    59.03     0.21
WALLABY_J000311        59.7     4.67   175.34  17.80    66.12    60.17     0.17
WALLABY_J000311        59.7     4.94   173.10  14.61    67.24    61.19     0.13
WALLABY_J000311        59.7     5.22   176.54  14.00    68.26    62.12     0.11
WALLABY_J000311        59.7     5.50   149.83  17.50    69.19    62.96     0.09
WALLABY_J000311        59.7     5.78   160.03  14.46    70.04    63.73     0.07
WALLABY_J000311        59.7     6.06   176.21  13.27    70.82    64.44     0.05
WALLABY_J000311        59.7     6.33   197.98  12.64    71.53    65.09     0.04
WALLABY_J000311        59.7     6.61   190.11  15.06    72.19    65.69     0.03
WALLABY_J000311        59.7     6.89   183.72  10.68    72.80    66.25     0.03
WALLABY_J000311        59.7     7.17   169.39  16.27    73.37    66.76     0.02
WALLABY_J000311        59.7     7.44   168.53  11.17    73.90    67.25     0.02
WALLABY_J000311        59.7     7.72   186.74  12.26    74.39    67.69     0.01
WALLABY_J000311        59.7     8.00   162.11  14.57    74.85    68.11     0.01
WALLABY_J000311        59.7     8.28   207.55  17.45    75.28    68.50     0.01
WALLABY_J000313        19.4     0.50   144.31  15.21    12.36    11.32     1.07
WALLABY_J000313        19.4     1.16   173.64  12.64    25.71    23.56     1.16
WALLABY_J000313        19.4     1.81   126.18  12.56    35.08    32.14     0.82
WALLABY_J000313        19.4     2.47   115.75  10.51    41.44    37.97     0.50
WALLABY_J000313        19.4     3.12   106.95  14.44    45.86    42.01     0.29
WALLABY_J000313        19.4     3.78   138.32  11.04    49.04    44.93     0.16
WALLABY_J000313        19.4     4.44   144.62   8.42    51.42    47.11     0.09
WALLABY_J000313        19.4     5.09   123.44  14.11    53.25    48.78     0.05
WALLABY_J000313        19.4     5.75   133.52  12.89    54.70    50.11     0.03
WALLABY_J000313        19.4     6.40   131.22  10.77    55.87    51.19     0.01
WALLABY_J000313        19.4     7.06   121.89  12.33    56.84    52.08     0.01
WALLABY_J000313        19.4     7.71   143.14  11.86    57.66    52.82     0.00
WALLABY_J000313        19.4     8.37   110.21  14.76    58.35    53.45     0.00
WALLABY_J000313        19.4     9.03   142.23   9.79    58.94    54.00     0.00
WALLABY_J000313        19.4     9.68   129.63  14.78    59.46    54.47     0.00
WALLABY_J000313        19.4    10.34   150.22  14.46    59.91    54.88     0.00
WALLABY_J000313        19.4    10.99   137.80  10.52    60.31    55.25     0.00
WALLABY_J000313        19.4    11.65   116.39  12.64    60.66    55.58     0.00
WALLABY_J000317        36.5     0.50    72.68   8.88     9.54    10.44     0.51
WALLABY_J000317        36.5     1.14    57.77   7.19    16.21    17.74     0.21
WALLABY_J000317        36.5     1.79    59.03  11.07    19.29    21.11     0.06
WALLABY_J000317        36.5     2.43    63.33   9.21    20.95    22.92     0.02
WALLABY_J000317        36.5     3.08    56.41   8.08    21.97    24.03     0.00
WALLABY_J000317        36.5     3.72    62.51   7.68    22.65    24.78     0.00
WALLABY_J000317        36.5     4.36    57.70   9.88    23.14    25.31     0.00
WALLABY_J000317        36.5     5.01    65.34   6.71    23.51    25.71     0.00
WALLABY_J000317        36.5     5.65    61.70   4.36    23.79    26.03     0.00
WALLABY_J000317        36.5     6.30    65.08   8.07    24.02    26.27     0.00
WALLABY_J000317        36.5     6.94    56.43  10.31    24.20    26.48     0.00
WALLABY_J000318        48.3     0.50    92.22  12.24    12.82    12.19     0.92
WALLABY_J000318        48.3     0.75   113.79   8.75    18.04    17.15     0.91
WALLABY_J000318        48.3     0.99   120.75  16.60    22.36    21.26     0.80
WALLABY_J000318        48.3     1.24   113.88   9.40    25.89    24.61     0.65
WALLABY_J000318        48.3     1.49    85.44  10.92    28.76    27.34     0.51
WALLABY_J000318        48.3     1.73   116.77  10.91    31.09    29.56     0.39
WALLABY_J000318        48.3     1.98   100.38  10.57    33.02    31.39     0.29
WALLABY_J000318        48.3     2.22   108.40   7.77    34.62    32.91     0.22
WALLABY_J000318        48.3     2.47    83.05  10.71    35.96    34.19     0.16
WALLABY_J000318        48.3     2.72    96.97  10.69    37.11    35.28     0.12
WALLABY_J000318        48.3     2.96   112.36   9.62    38.09    36.21     0.08
WALLABY_J000318        48.3     3.21   111.60  13.92    38.94    37.02     0.06
WALLABY_J000318        48.3     3.46    96.84   6.89    39.68    37.73     0.04
WALLABY_J000318        48.3     3.70   109.17   7.19    40.34    38.35     0.03
WALLABY_J000318        48.3     3.95    94.71  11.72    40.92    38.90     0.02
WALLABY_J000318        48.3     4.19   101.61  10.04    41.43    39.39     0.02
WALLABY_J000318        48.3     4.44    94.38   8.45    41.90    39.83     0.01
WALLABY_J000318        48.3     4.69   107.92  10.60    42.31    40.23     0.01
WALLABY_J000318        48.3     4.93   117.47  12.13    42.69    40.59     0.01
WALLABY_J000318        48.3     5.18   110.43   6.95    43.04    40.91     0.00
WALLABY_J000318        48.3     5.43    93.69  11.66    43.35    41.21     0.00
WALLABY_J000318        48.3     5.67   103.77  10.88    43.64    41.49     0.00
WALLABY_J000318        48.3     5.92    88.94   9.75    43.90    41.74     0.00
WALLABY_J000318        48.3     6.17   118.88  10.71    44.15    41.97     0.00
WALLABY_J000318        48.3     6.41   104.48  10.74    44.38    42.19     0.00
WALLABY_J000318        48.3     6.66   111.63  11.31    44.59    42.39     0.00
WALLABY_J000321        15.6     0.50   121.11   9.54    14.01    13.35     1.00
WALLABY_J000321        15.6     0.94   124.96   7.53    23.40    22.29     0.89
WALLABY_J000321        15.6     1.37   108.75  10.81    29.96    28.55     0.61
WALLABY_J000321        15.6     1.81   111.81   7.94    34.51    32.88     0.38
WALLABY_J000321        15.6     2.25   104.91   7.66    37.73    35.95     0.22
WALLABY_J000321        15.6     2.68    99.54  10.60    40.10    38.21     0.13
WALLABY_J000321        15.6     3.12   114.91   9.11    41.91    39.93     0.07
WALLABY_J000321        15.6     3.56   104.03  11.33    43.32    41.27     0.04
WALLABY_J000321        15.6     3.99   125.55  10.32    44.44    42.34     0.02
WALLABY_J000321        15.6     4.43    99.04   9.43    45.36    43.22     0.01
WALLABY_J000321        15.6     4.87   116.34   7.23    46.13    43.95     0.01
WALLABY_J000321        15.6     5.30   103.84   8.94    46.78    44.57     0.00
WALLABY_J000321        15.6     5.74   105.44   9.01    47.33    45.09     0.00
WALLABY_J000321        15.6     6.18   117.24   8.19    47.80    45.55     0.00
WALLABY_J000321        15.6     6.61   106.08   9.98    48.22    45.94     0.00
WALLABY_J000321        15.6     7.05   108.52   8.35    48.59    46.29     0.00
WALLABY_J000321        15.6     7.49   104.45  10.31    48.91    46.60     0.00
WALLABY_J000321        15.6     7.92   132.68  11.12    49.20    46.87     0.00
WALLABY_J000321        15.6     8.36   107.28   8.99    49.46    47.12     0.00
WALLABY_J000321        15.6     8.80   113.42  11.49    49.69    47.35     0.00
WALLABY_J000321        15.6     9.23   111.23   7.92    49.90    47.55     0.00
WALLABY_J000321        15.6     9.67   114.69   8.42    50.10    47.73     0.00
WALLABY_J000321        15.6    10.10   106.42  10.41    50.28    47.90     0.00
WALLABY_J000321        15.6    10.54   110.41  12.02    50.44    48.06     0.00
WALLABY_J000324        82.8     0.50    62.20   6.26    10.75    13.80     0.48
WALLABY_J000324        82.8     0.71    65.92   6.70    13.50    17.33     0.34
WALLABY_J000324        82.8     0.92    67.90   5.49    15.46    19.84     0.22
WALLABY_J000324        82.8     1.13    58.33   9.08    16.88    21.66     0.13
WALLABY_J000324        82.8     1.35    61.06   2.90    17.95    23.03     0.08
WALLABY_J000324        82.8     1.56    67.36   8.51    18.77    24.08     0.05
WALLABY_J000324        82.8     1.77    75.55   6.54    19.42    24.91     0.03
WALLABY_J000324        82.8     1.98    65.85   6.10    19.94    25.58     0.02
WALLABY_J000324        82.8     2.19    62.59   4.31    20.37    26.13     0.01
WALLABY_J000324        82.8     2.40    57.59   6.29    20.73    26.60     0.01
WALLABY_J000324        82.8     2.61    60.65  10.92    21.03    26.99     0.00
WALLABY_J000324        82.8     2.83    65.83   6.63    21.29    27.32     0.00
WALLABY_J000324        82.8     3.04    66.45   8.90    21.52    27.61     0.00
WALLABY_J000324        82.8     3.25    57.75   5.88    21.72    27.86     0.00
WALLABY_J000324        82.8     3.46    74.53  10.12    21.89    28.09     0.00
WALLABY_J000324        82.8     3.67    73.44   9.27    22.05    28.29     0.00
WALLABY_J000324        82.8     3.88    60.43   7.61    22.19    28.47     0.00
WALLABY_J000324        82.8     4.10    63.67   8.53    22.31    28.62     0.00
WALLABY_J000324        82.8     4.31    55.70   8.70    22.42    28.77     0.00
WALLABY_J000324        82.8     4.52    56.38   6.06    22.52    28.90     0.00
WALLABY_J000324        82.8     4.73    63.51   6.44    22.62    29.02     0.00
WALLABY_J000324        82.8     4.94    53.55   9.90    22.70    29.13     0.00
WALLABY_J000324        82.8     5.15    68.51  11.16    22.78    29.23     0.00
WALLABY_J000330        64.2     0.50    98.39   8.87    12.85    12.61     0.84
WALLABY_J000330        64.2     0.72    85.11  11.77    17.31    17.00     0.79
WALLABY_J000330        64.2     0.94    87.19   9.49    20.96    20.58     0.66
WALLABY_J000330        64.2     1.16    97.52   5.82    23.91    23.47     0.53
WALLABY_J000330        64.2     1.38    93.33   8.92    26.29    25.80     0.41
WALLABY_J000330        64.2     1.60    84.69   9.88    28.22    27.70     0.30
WALLABY_J000330        64.2     1.82    88.23   6.20    29.81    29.26     0.22
WALLABY_J000330        64.2     2.04    85.12   6.38    31.13    30.56     0.16
WALLABY_J000330        64.2     2.26    89.98   9.29    32.25    31.66     0.12
WALLABY_J000330        64.2     2.48    81.30  11.67    33.19    32.59     0.08
WALLABY_J000330        64.2     2.69    94.43  10.93    34.01    33.38     0.06
WALLABY_J000330        64.2     2.91   115.29   9.64    34.71    34.08     0.04
WALLABY_J000330        64.2     3.13    96.98   7.96    35.33    34.68     0.03
WALLABY_J000330        64.2     3.35   101.70   7.86    35.87    35.21     0.02
WALLABY_J000330        64.2     3.57    97.70  10.96    36.35    35.69     0.02
WALLABY_J000330        64.2     3.79    76.72  10.06    36.78    36.11     0.01
WALLABY_J000330        64.2     4.01    94.75  11.37    37.17    36.49     0.01
WALLABY_J000330        64.2     4.23    85.07  12.07    37.52    36.83     0.01
WALLABY_J000330        64.2     4.45    86.09   8.76    37.83    37.14     0.00
WALLABY_J000330        64.2     4.67    90.92  10.55    38.12    37.42     0.00
WALLABY_J000331         8.1     0.50    73.21   9.82    10.58    13.76     0.47
WALLABY_J000331         8.1     0.72    60.13   9.08    13.38    17.39     0.32
WALLABY_J000331         8.1     0.95    63.61   9.15    15.33    19.92     0.20
WALLABY_J000331         8.1     1.17    71.82   9.24    16.72    21.73     0.12
WALLABY_J000331         8.1     1.39    60.12   7.46    17.75    23.07     0.07
WALLABY_J000331         8.1     1.61    54.56   6.03    18.53    24.09     0.04
WALLABY_J000331         8.1     1.84    61.44  11.15    19.14    24.89     0.02
WALLABY_J000331         8.1     2.06    54.85   9.55    19.64    25.53     0.01
WALLABY_J000331         8.1     2.28    49.22   7.87    20.04    26.06     0.01
WALLABY_J000331         8.1     2.51    67.60   9.24    20.38    26.49     0.00
WALLABY_J000331         8.1     2.73    57.92   8.80    20.66    26.86     0.00
WALLABY_J000331         8.1     2.95    41.37   6.30    20.91    27.18     0.00
WALLABY_J000331         8.1     3.17    62.04   7.33    21.12    27.45     0.00
WALLABY_J000335         8.8     0.50    71.76   6.02    11.13    11.48     0.65
WALLABY_J000335         8.8     0.76    78.39   8.24    15.29    15.77     0.55
WALLABY_J000335         8.8     1.01    72.33   8.13    18.41    18.98     0.41
WALLABY_J000335         8.8     1.27    69.18   7.69    20.74    21.39     0.28
WALLABY_J000335         8.8     1.53    70.08   7.36    22.52    23.22     0.19
WALLABY_J000335         8.8     1.78    92.86  11.87    23.90    24.64     0.12
WALLABY_J000335         8.8     2.04    73.54   7.05    24.99    25.77     0.08
WALLABY_J000335         8.8     2.30    87.63   8.93    25.87    26.68     0.05
WALLABY_J000335         8.8     2.56    67.10   6.30    26.59    27.42     0.03
WALLABY_J000335         8.8     2.81    66.42  10.39    27.20    28.05     0.02
WALLABY_J000335         8.8     3.07    69.42   7.67    27.71    28.58     0.01
WALLABY_J000335         8.8     3.33    72.78   4.25    28.15    29.03     0.01
WALLABY_J000335         8.8     3.58    65.55  10.60    28.53    29.42     0.00
WALLABY_J000335         8.8     3.84    72.16   7.55    28.86    29.76     0.00
WALLABY_J000335         8.8     4.10    75.40  11.28    29.15    30.06     0.00
WALLABY_J000335         8.8     4.35    84.02  10.83    29.41    30.33     0.00
WALLABY_J000335         8.8     4.61    61.80   8.43    29.64    30.57     0.00
WALLABY_J000335         8.8     4.87    81.90   9.45    29.85    30.78     0.00
WALLABY_J000335         8.8     5.13    79.66   8.85    30.04    30.97     0.00
WALLABY_J000335         8.8     5.38    67.42   5.85    30.21    31.15     0.00
WALLABY_J000335         8.8     5.64    64.06  11.50    30.36    31.31     0.00
WALLABY_J000335         8.8     5.90    76.05   8.14    30.50    31.46     0.00
WALLABY_J000335         8.8     6.15    67.64   8.70    30.63    31.59     0.00
WALLABY_J000335         8.8     6.41    85.10   8.73    30.75    31.71     0.00
WALLABY_J000338       135.3     0.50   112.44   7.44    15.28    14.81     1.03
WALLABY_J000338       135.3     0.72   115.22  11.04    20.80    20.15     0.99
WALLABY_J000338       135.3     0.95   114.45  11.98    25.36    24.57     0.85
WALLABY_J000338       135.3     1.17   116.04   8.15    29.06    28.16     0.69
WALLABY_J000338       135.3     1.40   139.41   9.94    32.08    31.07     0.54
WALLABY_J000338       135.3     1.62   103.79  10.79    34.54    33.46     0.41
WALLABY_J000338       135.3     1.84   107.45  11.24    36.57    35.43     0.31
WALLABY_J000338       135.3     2.07   132.27  10.22    38.26    37.07     0.23
WALLABY_J000338       135.3     2.29   110.28   8.43    39.69    38.45     0.17
WALLABY_J000338       135.3     2.52   119.67  10.67    40.91    39.63     0.12
WALLABY_J000338       135.3     2.74   123.20   7.47    41.95    40.64     0.09
WALLABY_J000338       135.3     2.96   120.49  10.31    42.86    41.52     0.06
WALLABY_J000338       135.3     3.19   117.37   9.89    43.65    42.29     0.05
WALLABY_J000338       135.3     3.41   125.33  10.51    44.35    42.97     0.03
WALLABY_J000338       135.3     3.64   106.85   9.65    44.97    43.57     0.02
WALLABY_J000338       135.3     3.86   111.62   7.76    45.53    44.10     0.02
WALLABY_J000338       135.3     4.08   120.85  10.04    46.02    44.58     0.01
WALLABY_J000338       135.3     4.31    89.32  12.64    46.47    45.02     0.01
WALLABY_J000338       135.3     4.53   134.31  13.30    46.88    45.41     0.01
WALLABY_J000338       135.3     4.76   120.22  15.65    47.25    45.77     0.00
WALLABY_J000338       135.3     4.98   117.64  14.16    47.59    46.10     0.00
WALLABY_J000338       135.3     5.20   101.81   8.38    47.90    46.40     0.00
WALLABY_J000342       113.4     0.50   102.48   4.80    12.62    12.02     0.90
WALLABY_J000342       113.4     0.91    92.54   5.59    20.63    19.64     0.82
WALLABY_J000342       113.4     1.32    91.24  10.18    26.37    25.11     0.59
WALLABY_J000342       113.4     1.73    92.05  11.05    30.44    28.98     0.38
WALLABY_J000342       113.4     2.13   104.30   7.44    33.38    31.78     0.23
WALLABY_J000342       113.4     2.54   104.73  12.28    35.56    33.86     0.14
WALLABY_J000342       113.4     2.95   121.87  13.13    37.24    35.46     0.08
WALLABY_J000342       113.4     3.36   102.01  11.70    38.55    36.71     0.05
WALLABY_J000342       113.4     3.77   103.90  10.04    39.61    37.72     0.03
WALLABY_J000342       113.4     4.18    87.55  10.71    40.48    38.55     0.02
WALLABY_J000342       113.4     4.59   100.25  10.32    41.21    39.24     0.01
WALLABY_J000342       113.4     5.00   125.78  10.52    41.82    39.82     0.00
WALLABY_J000342       113.4     5.40   104.61   8.04    42.34    40.32     0.00
WALLABY_J000342       113.4     5.81    96.62   9.35    42.80    40.75     0.00
WALLABY_J000342       113.4     6.22   106.10  10.21    43.19    41.13     0.00
WALLABY_J000342       113.4     6.63   113.08  10.77    43.54    41.46     0.00
WALLABY_J000342       113.4     7.04   107.47  11.27    43.85    41.76     0.00
WALLABY_J000342       113.4     7.45   108.59   8.10    44.13    42.02     0.00
WALLABY_J000342       113.4     7.86   111.21   9.75    44.38    42.26     0.00
WALLABY_J000342       113.4     8.27   103.36   9.56    44.60    42.47     0.00
WALLABY_J000342       113.4     8.67   106.47  14.01    44.81    42.67     0.00
WALLABY_J000342       113.4     9.08    95.52  10.59    44.99    42.84     0.00
WALLABY_J000342       113.4     9.49    94.89  11.44    45.16    43.00     0.00
WALLABY_J000342       113.4     9.90   100.89  12.09    45.32    43.15     0.00
WALLABY_J000342       113.4    10.31    86.23  11.80    45.46    43.29     0.00
WALLABY_J000342       113.4    10.72   104.08   6.02    45.59    43.42     0.00
WALLABY_J000342       113.4    11.13    94.11   9.74    45.72    43.53     0.00
WALLABY_J000342       113.4    11.54   103.91  11.45    45.83    43.64     0.00
WALLABY_J000343        21.9     0.50    47.21   5.47     8.99    10.43     0.44
WALLABY_J000343        21.9     0.88    58.59   6.82    13.05    15.14     0.26
WALLABY_J000343        21.9     1.27    61.50   6.24    15.43    17.91     0.12
WALLABY_J000343        21.9     1.65    51.42   4.50    16.93    19.65     0.05
WALLABY_J000343        21.9     2.03    52.63   8.52    17.93    20.82     0.02
WALLABY_J000343        21.9     2.42    47.99   6.13    18.65    21.65     0.01
WALLABY_J000343        21.9     2.80    50.31   7.94    19.18    22.26     0.00
WALLABY_J000343        21.9     3.19    43.61   7.42    19.59    22.74     0.00
WALLABY_J000343        21.9     3.57    51.39   5.38    19.92    23.12     0.00
WALLABY_J000343        21.9     3.95    55.21   5.24    20.18    23.43     0.00
WALLABY_J000343        21.9     4.34    55.21   6.98    20.40    23.68     0.00
WALLABY_J000343        21.9     4.72    54.20   5.02    20.59    23.90     0.00
WALLABY_J000343        21.9     5.10    29.45   9.62    20.74    24.08     0.00
WALLABY_J000343        21.9     5.49    53.44  10.34    20.88    24.24     0.00
WALLABY_J000343        21.9     5.87    58.59   9.21    21.00    24.38     0.00
WALLABY_J000343        21.9     6.26    52.87   8.35    21.10    24.50     0.00
WALLABY_J000343        21.9     6.64    61.76   7.77    21.19    24.60     0.00
WALLABY_J000347         5.2     0.50    36.12   7.41     7.18    12.51     0.25
WALLABY_J000347         5.2     0.67    44.60   3.20     8.43    14.68     0.16
WALLABY_J000347         5.2     0.85    57.20   7.76     9.30    16.21     0.09
WALLABY_J000347         5.2     1.02    54.49   6.94     9.94    17.32     0.05
WALLABY_J000347         5.2     1.19    32.86  10.88    10.41    18.15     0.03
WALLABY_J000347         5.2     1.37    51.81   8.33    10.79    18.79     0.02
WALLABY_J000347         5.2     1.54    24.15   8.13    11.08    19.31     0.01
WALLABY_J000347         5.2     1.72    33.24   5.76    11.32    19.73     0.00
WALLABY_J000347         5.2     1.89    45.81   5.98    11.52    20.07     0.00
WALLABY_J000347         5.2     2.06    44.96   6.27    11.68    20.36     0.00
WALLABY_J000347         5.2     2.24    46.45   7.04    11.83    20.61     0.00
WALLABY_J000347         5.2     2.41    39.33   5.94    11.95    20.82     0.00
WALLABY_J000347         5.2     2.58    33.01   8.25    12.05    21.00     0.00
WALLABY_J000347         5.2     2.76    30.77   6.33    12.15    21.17     0.00
WALLABY_J000347         5.2     2.93    34.17   9.34    12.23    21.31     0.00
WALLABY_J000348        15.9     0.50    84.31   7.24    12.45    15.53     0.57
WALLABY_J000348        15.9     0.95    74.16   5.76    18.31    22.85     0.25
WALLABY_J000348        15.9     1.40    70.65   5.13    21.35    26.64     0.09
WALLABY_J000348        15.9     1.86    73.53   7.16    23.11    28.84     0.03
WALLABY_J000348        15.9     2.31    74.63  10.34    24.24    30.25     0.01
WALLABY_J000348        15.9     2.76    71.06   7.45    25.03    31.23     0.00
WALLABY_J000348        15.9     3.21    75.49   9.37    25.60    31.95     0.00
WALLABY_J000348        15.9     3.66    72.89   7.36    26.04    32.49     0.00
WALLABY_J000348        15.9     4.12    68.24   9.85    26.38    32.92     0.00
WALLABY_J000348        15.9     4.57    61.96   7.86    26.66    33.27     0.00
WALLABY_J000348        15.9     5.02    68.55   6.10    26.89    33.55     0.00
WALLABY_J000348        15.9     5.47    77.77   8.03    27.08    33.79     0.00
WALLABY_J000348        15.9     5.92    70.97  12.24    27.24    33.99     0.00
WALLABY_J000351         9.8     0.50   144.85  12.05    10.99     9.95     1.08
WALLABY_J000351         9.8     1.55   166.71  13.57    30.32    27.47     1.37
WALLABY_J000351         9.8     2.60   147.60  12.94    43.10    39.05     0.89
WALLABY_J000351         9.8     3.65   180.04  12.84    51.20    46.39     0.49
WALLABY_J000351         9.8     4.70   179.50  14.42    56.54    51.22     0.25
WALLABY_J000351         9.8     5.75   152.05  11.13    60.23    54.57     0.12
WALLABY_J000351         9.8     6.80   147.85  15.54    62.93    57.01     0.06
WALLABY_J000351         9.8     7.85   165.29   7.62    64.96    58.85     0.03
WALLABY_J000351         9.8     8.90   173.21  12.82    66.55    60.29     0.01
WALLABY_J000351         9.8     9.95   156.20  15.73    67.82    61.44     0.01
WALLABY_J000351         9.8    11.00   175.25  15.42    68.85    62.38     0.00
WALLABY_J000351         9.8    12.05   182.34  13.32    69.72    63.16     0.00
WALLABY_J000351         9.8    13.10   163.92  11.39    70.45    63.83     0.00
WALLABY_J000351         9.8    14.15   147.05  12.74    71.07    64.39     0.00
WALLABY_J000351         9.8    15.21   174.45  18.19    71.61    64.88     0.00
WALLABY_J000351         9.8    16.26   162.23  14.43    72.09    65.31     0.00
WALLABY_J000351         9.8    17.31   157.07   9.61    72.50    65.69     0.00
WALLABY_J000351         9.8    18.36   170.07  13.17    72.87    66.02     0.00
WALLABY_J000351         9.8    19.41   174.42  11.81    73.20    66.32     0.00
WALLABY_J000352        38.8     0.50   146.04   8.41    13.65    12.55     1.15
WALLABY_J000352        38.8     1.10   127.59  12.69    27.03    24.86     1.21
WALLABY_J000352        38.8     1.70   142.47  11.25    36.49    33.56     0.86
WALLABY_J000352        38.8     2.29   147.71  11.25    43.00    39.54     0.54
WALLABY_J000352        38.8     2.89   136.39  10.21    47.55    43.74     0.32
WALLABY_J000352        38.8     3.49   130.34  11.94    50.86    46.78     0.18
WALLABY_J000352        38.8     4.09   136.34  12.04    53.35    49.07     0.10
WALLABY_J000352        38.8     4.69   157.21  14.16    55.28    50.84     0.05
WALLABY_J000352        38.8     5.28   149.47   8.02    56.80    52.24     0.03
WALLABY_J000352        38.8     5.88   149.07   9.40    58.05    53.39     0.02
WALLABY_J000352        38.8     6.48   161.75  12.97    59.07    54.33     0.01
WALLABY_J000352        38.8     7.08   142.25   7.65    59.93    55.12     0.00
WALLABY_J000352        38.8     7.68   144.06  10.60    60.67    55.80     0.00
WALLABY_J000352        38.8     8.27   108.72  16.80    61.30    56.38     0.00
WALLABY_J000352        38.8     8.87   131.74  11.49    61.85    56.88     0.00
WALLABY_J000352        38.8     9.47   149.08  13.45    62.33    57.32     0.00
WALLABY_J000352        38.8    10.07   149.74   8.69    62.75    57.72     0.00
WALLABY_J000352        38.8    10.67   124.81  13.45    63.13    58.07     0.00
WALLABY_J000352        38.8    11.26   141.15  11.30    63.47    58.38     0.00
WALLABY_J000352        38.8    11.86   169.47  12.63    63.78    58.66     0.00
WALLABY_J000352        38.8    12.46   141.04  13.16    64.06    58.91     0.00
WALLABY_J000352        38.8    13.06   158.12  11.02    64.31    59.15     0.00
WALLABY_J000354        30.9     0.50    79.82  13.69    10.35    10.99     0.58
WALLABY_J000354        30.9     0.66    58.08   9.84    12.73    13.52     0.52
WALLABY_J000354        30.9     0.81    65.25   7.32    14.72    15.63     0.44
WALLABY_J000354        30.9     0.97    62.09   7.82    16.36    17.37     0.35
WALLABY_J000354        30.9     1.12    68.78   8.04    17.72    18.82     0.28
WALLABY_J000354        30.9     1.28    64.68   8.50    18.86    20.03     0.22
WALLABY_J000354        30.9     1.43    69.13   8.26    19.82    21.05     0.17
WALLABY_J000354        30.9     1.59    57.04   7.36    20.63    21.91     0.13
WALLABY_J000354        30.9     1.74    67.05   7.26    21.32    22.65     0.09
WALLABY_J000354        30.9     1.90    51.98   9.56    21.93    23.29     0.07
WALLABY_J000354        30.9     2.05    59.34   7.74    22.45    23.84     0.05
WALLABY_J000354        30.9     2.21    66.34   9.41    22.91    24.33     0.04
WALLABY_J000354        30.9     2.36    50.10   7.83    23.32    24.76     0.03
WALLABY_J000354        30.9     2.52    55.19   4.66    23.68    25.15     0.02
WALLABY_J000354        30.9     2.67    58.27   6.16    24.00    25.49     0.02
WALLABY_J000354        30.9     2.83    60.63   5.07    24.29    25.80     0.01
WALLABY_J000354        30.9     2.98    58.14   8.68    24.55    26.08     0.01
WALLABY_J000354        30.9     3.14    62.84   4.87    24.79    26.33     0.01
WALLABY_J000354        30.9     3.29    67.62   7.27    25.01    26.56     0.00
WALLABY_J000354        30.9     3.45    80.15   7.53    25.21    26.77     0.00
WALLABY_J000354        30.9     3.60    60.50   7.78    25.39    26.96     0.00
WALLABY_J000354        30.9     3.76    69.21  10.03    25.56    27.14     0.00
WALLABY_J000355       200.0     0.50    51.56   9.69    11.59    15.86     0.49
WALLABY_J000355       200.0     0.60    77.58   8.51    13.07    17.88     0.41
WALLABY_J000355       200.0     0.70    69.87   6.14    14.30    19.57     0.33
WALLABY_J000355       200.0     0.80    70.35   7.23    15.34    20.99     0.27
WALLABY_J000355       200.0     0.90    52.63   8.16    16.22    22.19     0.21
WALLABY_J000355       200.0     1.00    59.89   9.66    16.97    23.22     0.16
WALLABY_J000355       200.0     1.11    63.93   5.12    17.61    24.10     0.13
WALLABY_J000355       200.0     1.21    51.83   7.15    18.17    24.86     0.10
WALLABY_J000355       200.0     1.31    72.30   7.48    18.66    25.52     0.07
WALLABY_J000355       200.0     1.41    77.45   8.12    19.08    26.11     0.06
WALLABY_J000355       200.0     1.51    77.36   5.68    19.46    26.62     0.04
WALLABY_J000355       200.0     1.61    57.44   7.85    19.80    27.08     0.03
WALLABY_J000355       200.0     1.71    66.54   7.66    20.09    27.49     0.02
WALLABY_J000355       200.0     1.81    73.86   6.21    20.36    27.86     0.02
