# SPARC Rotation Curves from VizieR (J/AJ/152/157)
# Reference: Lelli, McGaugh & Schombert (2016), AJ, 152, 157
# Format: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
UGC06983               18.0     7.85   107.00   4.40    29.74    55.57     0.00
UGC06983               18.0     8.72   108.00   4.40    30.17    54.32     0.00
UGC06983               18.0     9.60   110.00   4.40    31.90    52.55     0.00
UGC06983               18.0    10.47   113.00   4.40    35.89    51.23     0.00
UGC06983               18.0    11.35   110.00   5.20    38.26    49.57     0.00
UGC06983               18.0    12.19   108.00   5.70    39.33    47.76     0.00
UGC06983               18.0    13.12   109.00   8.60    40.63    45.68     0.00
UGC06983               18.0    13.94   108.00   9.80    40.95    43.38     0.00
UGC06983               18.0    14.86   108.00   9.80    40.63    41.42     0.00
UGC06983               18.0    15.68   109.00  12.30    40.09    39.99     0.00
UGC07089               18.0     0.87    20.90   4.70     4.05    19.26     0.00
UGC07089               18.0     1.74    36.40   3.90     8.89    32.89     0.00
UGC07089               18.0     2.61    43.40   3.90    12.07    42.35     0.00
UGC07089               18.0     3.50    51.20   4.70    13.47    46.88     0.00
UGC07089               18.0     4.37    59.70   3.90    14.33    50.13     0.00
UGC07089               18.0     5.24    64.50   4.40    18.10    50.81     0.00
UGC07089               18.0     6.11    67.90   3.90    21.23    49.78     0.00
UGC07089               18.0     6.55    72.80   7.30    22.41    49.26     0.00
UGC07089               18.0     6.98    70.30   6.10    23.49    48.73     0.00
UGC07089               18.0     7.85    73.70   6.10    25.32    47.50     0.00
UGC07089               18.0     8.72    77.60   6.10    26.40    46.22     0.00
UGC07089               18.0     9.16    79.10   7.30    26.40    45.50     0.00
UGC07125               19.8     1.44    26.10   3.30     9.09    27.58     0.00
UGC07125               19.8     2.88    43.00   3.47    16.12    37.24     0.00
UGC07125               19.8     4.33    48.50   2.35    15.32    39.71     0.00
UGC07125               19.8     5.76    52.50   2.00    18.34    39.12     0.00
UGC07125               19.8     7.20    56.40   2.05    17.63    37.66     0.00
UGC07125               19.8     8.64    58.50   2.21    22.27    36.69     0.00
UGC07125               19.8    10.08    61.50   2.10    25.80    36.12     0.00
UGC07125               19.8    11.47    64.60   2.01    29.52    34.86     0.00
UGC07125               19.8    13.00    65.60   2.12    36.98    33.70     0.00
UGC07125               19.8    14.42    65.40   2.65    38.39    31.99     0.00
UGC07125               19.8    15.84    65.50   3.05    37.89    29.33     0.00
UGC07125               19.8    17.26    65.10   3.22    39.00    27.53     0.00
UGC07125               19.8    18.68    64.90   3.48    34.46    26.15     0.00
UGC07151                6.9     0.50    24.20   2.18    -0.51    24.79     0.00
UGC07151                6.9     1.00    42.00   2.91    -5.39    39.13     0.00
UGC07151                6.9     1.50    59.40   2.40    -5.79    45.87     0.00
UGC07151                6.9     2.00    63.90   2.01     7.68    49.56     0.00
UGC07151                6.9     2.49    66.00   2.00    15.55    48.96     0.00
UGC07151                6.9     3.00    67.20   2.07    19.33    48.14     0.00
UGC07151                6.9     3.49    68.70   2.38    19.89    46.88     0.00
UGC07151                6.9     4.00    71.30   2.91    25.08    45.84     0.00
UGC07151                6.9     4.49    72.50   3.21    25.36    46.88     0.00
UGC07151                6.9     5.01    74.00   3.41    26.06    48.01     0.00
UGC07151                6.9     5.50    76.20   3.17    28.30    47.84     0.00
UGC07261               13.1     0.95    46.80   5.66     3.86    27.74     0.00
UGC07261               13.1     1.90    63.00   5.66     4.52    51.06     0.00
UGC07261               13.1     2.86    66.80   5.66     4.73    51.26     0.00
UGC07261               13.1     3.81    69.60   5.66    12.72    49.40     0.00
UGC07261               13.1     4.76    73.40   5.66    18.24    44.13     0.00
UGC07261               13.1     5.72    74.70   5.66    23.64    39.21     0.00
UGC07261               13.1     6.67    76.10   5.66    29.52    35.32     0.00
UGC07323                8.0     0.58    23.90   3.87     1.43    21.96     0.00
UGC07323                8.0     1.17    34.70   3.87     3.24    34.79     0.00
UGC07323                8.0     1.75    42.80   3.87    -0.61    43.08     0.00
UGC07323                8.0     2.33    51.30   3.87    -3.66    48.67     0.00
UGC07323                8.0     2.91    57.70   3.87     9.71    52.39     0.00
UGC07323                8.0     3.50    67.30   3.87    13.91    55.75     0.00
UGC07323                8.0     4.07    75.40   3.87    18.68    58.69     0.00
UGC07323                8.0     4.65    79.50   3.87    24.75    61.08     0.00
UGC07323                8.0     5.23    82.80   3.87    27.13    61.82     0.00
UGC07323                8.0     5.82    85.60   3.87    28.72    60.87     0.00
UGC07399                8.4     0.61    47.30   2.77     2.98    31.89     0.00
UGC07399                8.4     1.22    70.40   3.27     8.37    39.00     0.00
UGC07399                8.4     1.84    83.70   2.50    14.43    37.15     0.00
UGC07399                8.4     2.45    89.10   2.45    17.93    36.43     0.00
UGC07399                8.4     3.07    91.70   2.48    20.44    35.90     0.00
UGC07399                8.4     3.68    95.10   3.01    21.54    34.58     0.00
UGC07399                8.4     4.30    96.90   3.62    21.34    33.94     0.00
UGC07399                8.4     4.91   100.00   3.90    23.04    32.94     0.00
UGC07399                8.4     5.52   103.00   4.82    25.45    31.60     0.00
UGC07399                8.4     6.13   106.00   4.97    25.55    31.05     0.00
UGC07524                4.7     0.35    14.40   2.82    -0.61    15.45     0.00
UGC07524                4.7     0.69    24.40   3.97    -1.22    17.95     0.00
UGC07524                4.7     1.03    29.20   3.26    -2.04    20.19     0.00
UGC07524                4.7     1.38    32.90   3.73    -1.72    21.43     0.00
UGC07524                4.7     1.72    37.80   3.41     3.47    22.82     0.00
UGC07524                4.7     2.07    42.00   3.12     3.53    25.15     0.00
UGC07524                4.7     2.41    45.10   2.92     4.13    26.82     0.00
UGC07524                4.7     2.76    47.60   2.79     6.88    28.98     0.00
UGC07524                4.7     3.10    52.30   2.78     9.39    30.06     0.00
UGC07524                4.7     3.45    57.30   2.78    11.99    30.89     0.00
UGC07524                4.7     3.79    61.40   2.93    14.78    31.14     0.00
UGC07524                4.7     4.14    64.50   3.42    16.87    32.08     0.00
UGC07524                4.7     4.48    66.40   4.53    18.27    32.77     0.00
UGC07524                4.7     4.82    66.90   5.46    19.32    33.02     0.00
UGC07524                4.7     5.17    69.40   4.77    19.78    33.86     0.00
UGC07524                4.7     5.51    70.20   4.44    19.55    34.37     0.00
UGC07524                4.7     5.86    70.90   4.24    19.78    34.15     0.00
UGC07524                4.7     6.20    72.30   4.38    20.48    34.36     0.00
UGC07524                4.7     6.55    73.90   3.51    21.53    34.78     0.00
UGC07524                4.7     6.89    75.00   3.22    22.81    35.14     0.00
UGC07524                4.7     7.25    75.50   3.23    24.09    35.58     0.00
UGC07524                4.7     7.58    77.10   2.98    25.37    36.10     0.00
UGC07524                4.7     7.94    77.00   2.79    26.77    36.68     0.00
UGC07524                4.7     8.27    77.00   2.82    28.28    37.11     0.00
UGC07524                4.7     8.63    78.20   2.93    29.91    37.49     0.00
UGC07524                4.7     8.97    79.60   3.14    31.07    37.76     0.00
UGC07524                4.7     9.30    80.30   3.39    32.12    37.98     0.00
UGC07524                4.7     9.66    81.20   3.66    33.05    38.12     0.00
UGC07524                4.7     9.99    82.30   3.90    33.75    38.33     0.00
UGC07524                4.7    10.35    83.80   4.10    34.21    38.96     0.00
UGC07524                4.7    10.69    79.00   2.78    34.56    38.32     0.00
UGC07559                5.0     0.36     9.31   3.23     2.82     9.53     0.00
UGC07559                5.0     0.72    15.90   3.23     5.91    14.90     0.00
UGC07559                5.0     1.08    21.40   3.23     7.85    16.55     0.00
UGC07559                5.0     1.45    26.10   3.23     9.57    17.31     0.00
UGC07559                5.0     1.80    29.70   3.23    11.59    16.91     0.00
UGC07559                5.0     2.17    31.10   3.23    14.33    15.67     0.00
UGC07559                5.0     2.53    32.10   3.23    16.45    15.47     0.00
UGC07577                2.6     0.19     3.74   3.17    -1.81     3.43     0.00
UGC07577                2.6     0.38     5.40   3.17    -1.88     6.16     0.00
UGC07577                2.6     0.57     7.31   3.17     1.42     8.66     0.00
UGC07577                2.6     0.75     8.85   3.17     4.71    10.45     0.00
UGC07577                2.6     0.94    10.70   3.17     5.82    11.68     0.00
UGC07577                2.6     1.13    12.40   3.17     6.52    12.49     0.00
UGC07577                2.6     1.32    14.10   3.17     7.99    13.06     0.00
UGC07577                2.6     1.51    15.90   3.17     8.69    12.91     0.00
UGC07577                2.6     1.69    17.80   3.17     9.12    11.87     0.00
UGC07603                4.7     0.34    19.60   2.89     4.29    19.73     0.00
UGC07603                4.7     0.68    32.50   2.89     6.17    28.00     0.00
UGC07603                4.7     1.02    41.90   2.89     5.94    31.57     0.00
UGC07603                4.7     1.37    50.60   2.89     8.81    31.98     0.00
UGC07603                4.7     1.71    57.00   2.89    15.21    31.44     0.00
UGC07603                4.7     2.05    60.50   2.89    17.87    29.65     0.00
UGC07603                4.7     2.39    60.50   2.89    17.46    27.89     0.00
UGC07603                4.7     2.74    60.00   2.89    15.96    26.14     0.00
UGC07603                4.7     3.08    61.50   2.89    15.55    24.58     0.00
UGC07603                4.7     3.42    61.50   2.89    16.29    23.19     0.00
UGC07603                4.7     3.76    63.00   2.89    16.96    21.99     0.00
UGC07603                4.7     4.11    64.00   2.89    17.21    20.84     0.00
UGC07608                8.2     0.60    14.60   6.69     4.56     9.68     0.00
UGC07608                8.2     1.19    31.50   6.69     6.39    13.08     0.00
UGC07608                8.2     1.79    44.80   6.69     9.63    14.81     0.00
UGC07608                8.2     2.38    50.60   6.69    13.15    16.52     0.00
UGC07608                8.2     2.99    55.60   6.69    14.93    16.97     0.00
UGC07608                8.2     3.59    61.40   6.69    18.09    16.51     0.00
UGC07608                8.2     4.18    66.00   6.69    21.26    16.39     0.00
UGC07608                8.2     4.78    69.30   6.69    24.12    16.26     0.00
UGC07690                8.1     0.59    45.30   4.31     4.24    45.76     0.00
UGC07690                8.1     1.18    59.80   4.31    11.75    48.85     0.00
UGC07690                8.1     1.77    60.70   4.31    15.81    45.20     0.00
UGC07690                8.1     2.36    58.80   4.31    19.15    42.05     0.00
UGC07690                8.1     2.95    57.90   4.31    20.97    38.14     0.00
UGC07690                8.1     3.54    56.90   4.31    21.99    34.50     0.00
UGC07690                8.1     4.13    55.90   4.31    22.39    31.16     0.00
UGC07866                4.6     0.33    12.20   4.07     3.43     9.04     0.00
UGC07866                4.6     0.66    19.40   4.07     3.44    13.22     0.00
UGC07866                4.6     1.00    23.90   4.07     5.29    17.22     0.00
UGC07866                4.6     1.33    26.00   4.07     8.85    17.50     0.00
UGC07866                4.6     1.67    28.20   4.07    11.12    17.11     0.00
UGC07866                4.6     2.00    30.60   4.07    13.66    16.29     0.00
UGC07866                4.6     2.32    33.10   4.07    14.34    16.35     0.00
UGC08286                6.5     0.47    22.20   2.81    -3.85    16.14     0.00
UGC08286                6.5     0.95    43.40   3.47    -1.38    24.37     0.00
UGC08286                6.5     1.42    60.20   3.04    -0.63    30.01     0.00
UGC08286                6.5     1.90    69.60   2.05     8.67    34.64     0.00
UGC08286                6.5     2.37    72.50   2.00    11.40    38.52     0.00
UGC08286                6.5     2.84    74.30   2.02    11.54    39.29     0.00
UGC08286                6.5     3.30    75.80   2.01    12.92    40.32     0.00
UGC08286                6.5     3.78    77.20   2.05    16.18    39.87     0.00
UGC08286                6.5     4.25    79.30   2.08    18.85    39.64     0.00
UGC08286                6.5     4.73    81.30   2.08    23.39    37.47     0.00
UGC08286                6.5     5.20    81.60   2.03    23.16    35.37     0.00
UGC08286                6.5     5.67    82.10   2.02    23.39    33.69     0.00
UGC08286                6.5     6.15    82.90   2.00    22.11    32.23     0.00
UGC08286                6.5     6.62    83.20   2.00    22.46    30.90     0.00
UGC08286                6.5     7.10    83.50   2.02    26.07    29.56     0.00
UGC08286                6.5     7.57    83.80   2.00    25.72    28.40     0.00
UGC08286                6.5     8.04    84.30   2.00    26.30    27.44     0.00
UGC08490                4.7     0.34    38.80   3.69     0.91    27.87     0.00
UGC08490                4.7     0.68    50.10   3.69     7.10    39.52     0.00
UGC08490                4.7     1.02    60.20   3.69    10.23    44.52     0.00
UGC08490                4.7     1.36    68.20   3.69    12.18    46.26     0.00
UGC08490                4.7     1.69    72.80   3.69    14.42    45.80     0.00
UGC08490                4.7     2.03    75.30   3.69    15.29    45.05     0.00
UGC08490                4.7     2.37    76.60   3.69    18.41    43.11     0.00
UGC08490                4.7     2.70    77.60   3.69    20.65    41.20     0.00
UGC08490                4.7     3.05    78.50   3.69    21.24    39.62     0.00
UGC08490                4.7     3.38    78.20   3.69    22.11    38.18     0.00
UGC08490                4.7     3.72    78.80   3.69    23.77    36.93     0.00
UGC08490                4.7     4.06    79.20   3.69    25.04    35.68     0.00
UGC08490                4.7     4.39    79.20   3.69    24.74    34.20     0.00
UGC08490                4.7     4.74    79.20   3.69    24.74    32.41     0.00
UGC08490                4.7     5.08    78.80   3.69    23.87    31.05     0.00
UGC08490                4.7     5.41    78.50   3.69    22.31    29.85     0.00
UGC08490                4.7     5.75    80.10   3.69    22.60    28.79     0.00
UGC08490                4.7     6.09    80.10   3.69    23.18    27.84     0.00
UGC08490                4.7     6.42    80.10   3.69    22.99    26.98     0.00
UGC08490                4.7     6.77    80.10   3.69    22.99    26.18     0.00
UGC08490                4.7     7.11    79.80   3.69    22.80    25.47     0.00
UGC08490                4.7     7.44    79.80   3.69    23.87    24.82     0.00
UGC08490                4.7     7.78    79.50   3.69    24.06    24.22     0.00
UGC08490                4.7     8.12    79.50   3.69    22.89    23.66     0.00
UGC08490                4.7     8.46    78.80   3.69    23.09    23.15     0.00
UGC08490                4.7     8.80    77.90   3.69    23.38    22.65     0.00
UGC08490                4.7     9.13    77.20   3.69    22.80    22.21     0.00
UGC08490                4.7     9.47    77.60   3.69    22.21    21.79     0.00
UGC08490                4.7     9.77    76.60   3.69    22.21    21.43     0.00
UGC08490                4.7    10.15    77.60   3.69    22.50    21.00     0.00
UGC08550                6.7     0.49    25.00   2.04     3.42    17.04     0.00
UGC08550                6.7     0.97    42.50   2.70     4.10    26.70     0.00
UGC08550                6.7     1.47    48.00   2.15    10.21    28.91     0.00
UGC08550                6.7     1.95    49.20   2.08    12.59    27.91     0.00
UGC08550                6.7     2.44    50.40   2.06    13.04    24.63     0.00
UGC08550                6.7     2.92    51.60   2.04    12.14    22.08     0.00
UGC08550                6.7     3.41    53.20   2.00    13.38    20.22     0.00
UGC08550                6.7     3.89    55.10   2.05    14.95    18.69     0.00
UGC08550                6.7     4.39    57.80   2.24    18.33    17.42     0.00
UGC08550                6.7     4.88    57.30   2.00    21.25    16.40     0.00
UGC08550                6.7     5.36    57.50   2.00    22.04    15.57     0.00
UGC08699               39.3     0.22   152.00  39.40     0.62    26.39     0.00
UGC08699               39.3     0.43   167.00  32.90     1.83    47.21     0.00
UGC08699               39.3     0.65   179.00  20.90     2.76    65.47     0.00
UGC08699               39.3     0.87   188.00  15.70     3.59    80.81     0.00
UGC08699               39.3     1.08   195.00  10.60     4.38    93.20     0.00
UGC08699               39.3     1.31   199.00   8.88     5.12   104.66     0.00
UGC08699               39.3     1.52   202.00   4.40     5.84   113.51     0.00
UGC08699               39.3     1.73   202.00   2.30     6.53   120.80     0.00
UGC08699               39.3     1.96   202.00   3.38     7.20   127.95     0.00
UGC08699               39.3     2.17   200.00   4.47     7.85   133.72     0.00
UGC08699               39.3     2.39   196.00   2.88     8.49   138.13     0.00
UGC08699               39.3     2.60   193.00   3.32     9.10   140.07     0.00
UGC08699               39.3     2.83   189.00   2.21     9.69   139.86     0.00
UGC08699               39.3     3.04   184.00  14.00    10.26   138.24     0.00
UGC08699               39.3     5.87   170.00   5.45    16.97   124.36     0.00
UGC08699               39.3     6.08   172.00   6.66    17.59   125.28     0.00
UGC08699               39.3     6.30   174.00   3.96    18.32   126.27     0.00
UGC08699               39.3     6.52   176.00   5.18    18.94   127.31     0.00
UGC08699               39.3     6.74   178.00   3.04    19.56   128.27     0.00
UGC08699               39.3     6.95   180.00   2.75    20.18   129.11     0.00
UGC08699               39.3     7.16   182.00   2.34    20.90   130.08     0.00
UGC08699               39.3     7.39   183.00   3.39    21.52   131.37     0.00
UGC08699               39.3     7.60   184.00   7.58    22.25   132.89     0.00
UGC08699               39.3     7.82   185.00   6.08    22.97   134.56     0.00
UGC08699               39.3     8.03   186.00   6.73    23.70   136.18     0.00
UGC08699               39.3     8.26   187.00   6.83    24.42   137.94     0.00
UGC08699               39.3     8.47   187.00   6.11    25.15   139.40     0.00
UGC08699               39.3     8.68   188.00   4.78    25.77   140.55     0.00
UGC08699               39.3     8.91   188.00   4.14    26.49   141.30     0.00
UGC08699               39.3     9.53   187.00   5.93    28.25   140.15     0.00
UGC08699               39.3     9.78   187.00   7.63    28.97   138.99     0.00
UGC08699               39.3     9.99   186.00   7.89    29.60   137.71     0.00
UGC08699               39.3    10.21   186.00   9.86    30.11   136.12     0.00
UGC08699               39.3    11.46   182.00   2.51    33.53   126.50     0.00
UGC08699               39.3    13.39   177.00   3.62    37.77   114.46     0.00
UGC08699               39.3    15.21   175.00   6.71    39.12   106.58     0.00
UGC08699               39.3    17.13   177.00   6.13    39.12    99.72     0.00
UGC08699               39.3    19.06   180.00   3.95    39.01    94.00     0.00
UGC08699               39.3    20.99   181.00   4.46    38.70    89.28     0.00
UGC08699               39.3    22.92   182.00   7.09    37.05    85.64     0.00
UGC08699               39.3    25.70   183.00   7.49    34.05    80.57     0.00
UGC08837                7.2     0.52     7.31   2.12    -3.67    11.19     0.00
UGC08837                7.2     1.05    14.60   2.05    -4.64    16.58     0.00
UGC08837                7.2     1.57    21.00   2.05     2.40    20.63     0.00
UGC08837                7.2     2.09    28.10   2.06    12.60    23.82     0.00
UGC08837                7.2     2.63    35.30   2.50    16.76    25.79     0.00
UGC08837                7.2     3.15    43.00   3.38    17.12    27.83     0.00
UGC08837                7.2     3.68    46.60   3.15    20.09    26.92     0.00
UGC08837                7.2     4.20    48.00   3.00    22.95    25.81     0.00
UGC09037               83.6     2.43    62.20   5.69    10.89   136.53     0.00
UGC09037               83.6     3.65    88.20   3.85    14.29   148.10     0.00
UGC09037               83.6     4.86   107.00   4.42    16.72   150.72     0.00
UGC09037               83.6     6.08   120.00   3.93    25.95   151.05     0.00
UGC09037               83.6     7.29   124.00   5.15    32.85   157.64     0.00
UGC09037               83.6     8.51   128.00   4.29    38.20   155.32     0.00
UGC09037               83.6     9.73   133.00   5.36    40.33   153.04     0.00
UGC09037               83.6    10.96   138.00   6.78    39.17   152.74     0.00
UGC09037               83.6    12.19   143.00   6.42    46.36   150.89     0.00
UGC09037               83.6    13.41   146.00   5.40    53.75   145.59     0.00
UGC09037               83.6    14.55   148.00   4.50    56.66   141.61     0.00
UGC09037               83.6    15.78   154.00   4.46    60.84   137.81     0.00
UGC09037               83.6    17.00   158.00   4.02    62.11   133.01     0.00
UGC09037               83.6    18.23   159.00   5.07    60.94   128.36     0.00
UGC09037               83.6    19.46   160.00   7.33    60.06   123.99     0.00
UGC09037               83.6    20.69   158.00   7.82    64.05   120.09     0.00
UGC09037               83.6    21.92   155.00   8.07    63.17   117.00     0.00
UGC09037               83.6    23.14   156.00   7.93    61.23   113.92     0.00
UGC09037               83.6    24.28   154.00   9.09    62.40   110.72     0.00
UGC09037               83.6    25.51   150.00  13.40    60.16   107.64     0.00
UGC09037               83.6    26.73   141.00  20.10    64.54   105.08     0.00
UGC09037               83.6    27.96   152.00  16.00    66.58   102.79     0.00
UGC09133               57.1     0.32   284.00  34.70    -3.24    26.79     0.00
UGC09133               57.1     0.63   282.00  18.80    -2.41    50.47     0.00
UGC09133               57.1     0.95   281.00  12.60    -0.21    72.14     0.00
UGC09133               57.1     1.26   280.00  10.60     2.45    90.82     0.00
UGC09133               57.1     1.58   280.00  10.80     3.54   108.12     0.00
UGC09133               57.1     1.89   279.00   7.67     4.40   123.29     0.00
UGC09133               57.1     2.21   279.00  11.20     5.23   137.43     0.00
UGC09133               57.1     2.52   279.00   4.45     6.01   149.84     0.00
UGC09133               57.1     2.84   279.00   5.03     6.75   161.33     0.00
UGC09133               57.1     3.15   279.00   4.26     7.48   171.56     0.00
UGC09133               57.1     3.47   279.00   4.14     8.19   181.11     0.00
UGC09133               57.1     3.79   279.00   5.73     8.90   189.80     0.00
UGC09133               57.1     4.10   280.00   4.52     9.60   197.34     0.00
UGC09133               57.1     4.42   280.00   4.86    10.25   204.41     0.00
UGC09133               57.1     4.73   280.00   1.59    10.97   210.60     0.00
UGC09133               57.1     5.05   281.00   1.85    11.69   215.35     0.00
UGC09133               57.1     5.36   282.00   4.81    12.31   218.91     0.00
UGC09133               57.1     5.68   282.00  20.30    13.02   222.04     0.00
UGC09133               57.1     5.99   283.00  12.80    13.74   224.98     0.00
UGC09133               57.1     6.31   284.00   8.08    14.46   228.22     0.00
UGC09133               57.1     6.62   284.00   7.81    15.07   231.93     0.00
UGC09133               57.1     6.94   285.00  10.40    15.79   235.94     0.00
UGC09133               57.1     7.57   286.00   6.82    17.23   242.45     0.00
UGC09133               57.1     7.89   287.00  13.40    17.95   243.91     0.00
UGC09133               57.1     8.20   287.00  10.50    18.77   244.06     0.00
UGC09133               57.1     8.31   288.00   2.93    18.97   244.14     0.00
UGC09133               57.1     8.52   288.00   5.58    19.59   244.43     0.00
UGC09133               57.1     8.83   288.00   5.74    20.30   245.34     0.00
UGC09133               57.1     9.15   288.00   7.00    21.12   245.90     0.00
UGC09133               57.1     9.78   289.00  12.70    22.56   245.25     0.00
UGC09133               57.1    10.10   289.00   3.89    23.18   244.00     0.00
UGC09133               57.1    11.04   288.00   5.02    25.23   239.18     0.00
UGC09133               57.1    11.36   288.00   3.39    25.74   237.64     0.00
UGC09133               57.1    11.67   288.00  10.70    26.35   236.26     0.00
UGC09133               57.1    13.57   285.00   4.07    29.02   230.28     0.00
UGC09133               57.1    13.88   284.00   8.92    29.38   229.01     0.00
UGC09133               57.1    14.20   284.00   5.69    29.84   228.03     0.00
UGC09133               57.1    16.61   278.00   9.14    32.61   219.86     0.00
UGC09133               57.1    19.35   273.00   6.10    35.69   212.46     0.00
UGC09133               57.1    22.19   269.00   2.26    39.89   201.82     0.00
UGC09133               57.1    24.92   265.00   1.32    44.61   194.49     0.00
UGC09133               57.1    27.66   262.00   3.15    49.22   187.22     0.00
UGC09133               57.1    30.50   257.00   4.71    51.48   179.93     0.00
UGC09133               57.1    33.23   252.00   4.96    51.89   173.14     0.00
UGC09133               57.1    35.96   247.00   2.58    50.25   166.11     0.00
UGC09133               57.1    38.80   242.00   2.52    48.30   159.33     0.00
UGC09133               57.1    41.54   238.00   2.30    47.17   153.43     0.00
UGC09133               57.1    44.27   235.00   1.00    47.68   147.95     0.00
UGC09133               57.1    47.11   236.00   1.40    49.73   142.73     0.00
UGC09133               57.1    49.84   239.00   2.07    50.56   138.21     0.00
UGC09133               57.1    52.58   242.00   2.63    49.43   133.98     0.00
UGC09133               57.1    55.42   245.00   1.64    49.12   129.96     0.00
UGC09133               57.1    58.15   247.00   1.31    50.56   126.43     0.00
UGC09133               57.1    60.89   246.00   2.14    53.22   123.20     0.00
UGC09133               57.1    63.62   243.00   4.00    53.84   120.17     0.00
UGC09133               57.1    66.46   239.00   4.67    53.63   117.27     0.00
UGC09133               57.1    69.19   234.00   5.12    53.12   114.70     0.00
UGC09133               57.1    71.93   230.00   2.10    53.02   112.26     0.00
UGC09133               57.1    74.77   228.00   1.32    53.32   109.91     0.00
UGC09133               57.1    77.50   228.00   1.60    54.04   107.81     0.00
UGC09133               57.1    80.23   227.00   3.16    54.66   105.81     0.00
UGC09133               57.1    83.07   226.00   3.48    54.96   103.86     0.00
UGC09133               57.1    85.81   224.00   3.71    54.86   102.09     0.00
UGC09133               57.1    88.54   222.00   1.49    54.35   100.40     0.00
UGC09133               57.1    91.38   222.00   1.18    53.73    98.74     0.00
UGC09133               57.1    94.12   224.00   1.22    53.22    97.22     0.00
UGC09133               57.1    99.69   227.00   2.80    52.91    94.34     0.00
UGC09133               57.1   108.31   229.00   4.12    51.38    90.37     0.00
UGC09992               10.7     0.78    28.10   5.66     6.39    20.31     0.00
UGC09992               10.7     1.55    31.30   5.66    10.35    23.49     0.00
UGC09992               10.7     2.34    33.00   5.66    14.50    22.94     0.00
UGC09992               10.7     3.12    33.40   5.66    17.55    22.52     0.00
UGC09992               10.7     3.89    34.30   5.66    17.55    22.05     0.00
UGC10310               15.2     1.10    33.20   5.06     3.45    21.28     0.00
UGC10310               15.2     2.21    54.60   5.06     6.51    35.54     0.00
UGC10310               15.2     3.31    65.70   5.06    11.85    39.59     0.00
UGC10310               15.2     4.42    69.20   5.06    18.75    38.75     0.00
UGC10310               15.2     5.52    70.90   5.06    26.75    39.10     0.00
UGC10310               15.2     6.64    72.40   5.06    30.80    37.98     0.00
UGC10310               15.2     7.74    73.20   5.06    30.90    35.45     0.00
UGC11455               78.6     0.62    35.10   4.01     0.82    71.20     0.00
UGC11455               78.6     1.23    64.60   4.19     1.00   112.64     0.00
UGC11455               78.6     1.83    80.10   6.32     2.09   139.71     0.00
UGC11455               78.6     2.47   113.00  10.40     3.39   159.08     0.00
UGC11455               78.6     3.08   136.00   7.59     2.17   171.23     0.00
UGC11455               78.6     3.68   150.00   7.75     0.18   180.90     0.00
UGC11455               78.6     4.32   171.00   9.19     0.00   190.21     0.00
UGC11455               78.6     4.91   192.00   9.16     0.20   198.61     0.00
UGC11455               78.6     5.53   197.00   9.96     0.20   213.09     0.00
UGC11455               78.6     6.17   195.00  12.40     0.00   230.24     0.00
UGC11455               78.6     6.78   196.00   7.09     0.58   253.17     0.00
UGC11455               78.6     7.38   216.00   5.99     2.58   275.53     0.00
UGC11455               78.6     8.00   225.00   5.24     0.00   287.96     0.00
UGC11455               78.6     8.62   240.00   6.15     0.00   290.86     0.00
UGC11455               78.6     9.23   247.00   4.37     7.92   295.63     0.00
UGC11455               78.6     9.85   254.00   6.48    16.06   302.10     0.00
UGC11455               78.6    10.43   257.00   7.41    21.24   307.81     0.00
UGC11455               78.6    11.05   273.00   5.38    23.48   312.49     0.00
UGC11455               78.6    11.67   272.00   5.98    24.19   316.07     0.00
UGC11455               78.6    12.19   270.00  20.90    23.78   319.44     0.00
UGC11455               78.6    12.91   279.00   9.40    22.46   323.20     0.00
UGC11455               78.6    14.56   287.00  10.80    23.48   326.62     0.00
UGC11455               78.6    16.63   291.00  10.00    24.49   316.26     0.00
UGC11455               78.6    17.77   286.00   9.67    24.49   310.12     0.00
UGC11455               78.6    18.49   288.00   6.96    26.12   307.21     0.00
UGC11455               78.6    20.24   289.00   6.63    41.26   301.54     0.00
UGC11455               78.6    22.62   288.00  10.00    55.90   294.39     0.00
UGC11455               78.6    24.89   269.00   8.23    53.66   286.32     0.00
UGC11455               78.6    27.06   267.00   7.11    52.14   273.02     0.00
UGC11455               78.6    29.13   272.00   5.36    47.05   261.41     0.00
UGC11455               78.6    31.30   274.00   5.78    45.53   250.43     0.00
UGC11455               78.6    33.46   259.00   5.81    50.92   239.85     0.00
UGC11455               78.6    35.53   272.00   6.69    49.39   229.51     0.00
UGC11455               78.6    37.70   274.00   6.39    46.04   219.93     0.00
UGC11455               78.6    39.87   272.00   5.59    49.19   212.13     0.00
UGC11455               78.6    41.93   266.00   8.82    49.09   205.47     0.00
UGC11557               24.2     0.33     4.00   7.90     1.71    21.94     0.00
UGC11557               24.2     0.99    17.00   8.60     2.41    47.32     0.00
UGC11557               24.2     1.76    33.30   7.90    -7.34    59.39     0.00
UGC11557               24.2     2.42    44.90  10.50   -10.59    70.77     0.00
UGC11557               24.2     3.19    53.00   7.90     0.97    81.19     0.00
UGC11557               24.2     3.85    60.80   7.90     9.74    83.68     0.00
UGC11557               24.2     4.62    69.00   7.90    11.43    87.03     0.00
UGC11557               24.2     5.28    76.60   7.90    16.36    90.49     0.00
