# APERTIF DR1 Rotation Curves (SPARC-compatible format)
# Generated for TMT calibration
#
# Columns: Galaxy  D(Mpc)  R(kpc)  Vobs  e_Vobs  Vgas  Vdisk  Vbul
#
APERTIF_J000330         9.6     4.10    65.60   7.78    23.96    24.67     0.00
APERTIF_J000330         9.6     4.29    55.60  11.35    24.06    24.78     0.00
APERTIF_J000330         9.6     4.47    56.26  12.70    24.15    24.87     0.00
APERTIF_J000331        24.9     0.40   163.46  13.15    11.68     9.10     0.83
APERTIF_J000331        24.9     0.89   149.63  19.14    24.45    19.06     1.02
APERTIF_J000331        24.9     1.39   166.71  13.53    34.53    26.91     0.85
APERTIF_J000331        24.9     1.88   158.14  18.26    42.12    32.82     0.61
APERTIF_J000331        24.9     2.38   165.75  14.24    47.79    37.24     0.41
APERTIF_J000331        24.9     2.87   166.48  15.67    52.08    40.58     0.26
APERTIF_J000331        24.9     3.37   182.98  15.40    55.41    43.17     0.16
APERTIF_J000331        24.9     3.86   157.35  11.07    58.03    45.22     0.10
APERTIF_J000331        24.9     4.35   164.09  11.46    60.15    46.87     0.06
APERTIF_J000331        24.9     4.85   168.02  16.57    61.88    48.22     0.04
APERTIF_J000331        24.9     5.34   172.23  19.14    63.33    49.35     0.02
APERTIF_J000331        24.9     5.84   181.87  14.18    64.55    50.30     0.01
APERTIF_J000331        24.9     6.33   176.16  16.96    65.60    51.12     0.01
APERTIF_J000331        24.9     6.83   174.73  16.54    66.50    51.82     0.00
APERTIF_J000331        24.9     7.32   174.12  16.07    67.29    52.43     0.00
APERTIF_J000331        24.9     7.82   167.36  19.45    67.98    52.97     0.00
APERTIF_J000331        24.9     8.31   155.38  15.23    68.59    53.45     0.00
APERTIF_J000331        24.9     8.80   158.91  14.00    69.14    53.88     0.00
APERTIF_J000331        24.9     9.30   180.16  20.44    69.63    54.26     0.00
APERTIF_J000333        33.3     0.40    64.70  10.84    10.16     9.87     0.39
APERTIF_J000333        33.3     0.53    79.79   9.78    12.54    12.18     0.33
APERTIF_J000333        33.3     0.66    64.60  11.28    14.49    14.07     0.26
APERTIF_J000333        33.3     0.79    52.00  10.27    16.07    15.61     0.20
APERTIF_J000333        33.3     0.92    60.57   9.82    17.37    16.87     0.15
APERTIF_J000333        33.3     1.05    52.09  10.64    18.43    17.91     0.11
APERTIF_J000333        33.3     1.18    81.77   8.00    19.32    18.78     0.08
APERTIF_J000333        33.3     1.31    68.46   7.10    20.07    19.50     0.06
APERTIF_J000333        33.3     1.43    58.22  11.13    20.71    20.12     0.04
APERTIF_J000333        33.3     1.56    62.84   8.52    21.26    20.66     0.03
APERTIF_J000333        33.3     1.69    75.70  14.39    21.74    21.12     0.02
APERTIF_J000333        33.3     1.82    59.65   9.17    22.15    21.52     0.01
APERTIF_J000333        33.3     1.95    75.19  13.04    22.52    21.88     0.01
APERTIF_J000333        33.3     2.08    61.01   8.90    22.84    22.19     0.01
APERTIF_J000333        33.3     2.21    71.39   9.01    23.13    22.48     0.00
APERTIF_J000333        33.3     2.34    61.29  10.52    23.39    22.73     0.00
APERTIF_J000333        33.3     2.47    47.45  13.24    23.63    22.96     0.00
APERTIF_J000333        33.3     2.60    66.81  11.57    23.84    23.16     0.00
APERTIF_J000333        33.3     2.73    69.60   8.92    24.03    23.35     0.00
APERTIF_J000333        33.3     2.86    76.40  10.75    24.21    23.52     0.00
APERTIF_J000336       134.1     0.40    84.47  10.10    11.03    10.29     0.45
APERTIF_J000336       134.1     0.88    74.11   8.58    18.92    17.66     0.21
APERTIF_J000336       134.1     1.37    71.71  10.21    22.91    21.38     0.07
APERTIF_J000336       134.1     1.85    80.65   8.52    25.15    23.47     0.02
APERTIF_J000336       134.1     2.33    72.57  15.73    26.56    24.78     0.01
APERTIF_J000336       134.1     2.81    80.36   4.61    27.51    25.67     0.00
APERTIF_J000336       134.1     3.30    78.91   9.83    28.20    26.32     0.00
APERTIF_J000336       134.1     3.78    65.98   8.76    28.72    26.80     0.00
APERTIF_J000336       134.1     4.26    84.01   9.52    29.13    27.18     0.00
APERTIF_J000336       134.1     4.74    86.81   8.66    29.45    27.48     0.00
APERTIF_J000336       134.1     5.23    74.68   8.38    29.72    27.73     0.00
APERTIF_J000336       134.1     5.71    79.34  12.90    29.94    27.94     0.00
APERTIF_J000336       134.1     6.19    90.36   9.35    30.12    28.11     0.00
APERTIF_J000362        22.4     0.40    65.12   7.48    10.37    11.82     0.33
APERTIF_J000362        22.4     0.59    60.83   7.85    13.38    15.26     0.21
APERTIF_J000362        22.4     0.79    72.55  10.60    15.44    17.61     0.12
APERTIF_J000362        22.4     0.98    67.36   5.56    16.89    19.27     0.07
APERTIF_J000362        22.4     1.17    80.45  11.27    17.95    20.48     0.04
APERTIF_J000362        22.4     1.37    56.05  11.59    18.75    21.39     0.02
APERTIF_J000362        22.4     1.56    59.89  11.58    19.38    22.10     0.01
APERTIF_J000362        22.4     1.75    47.59   6.52    19.88    22.67     0.00
APERTIF_J000362        22.4     1.95    80.60   8.70    20.28    23.13     0.00
APERTIF_J000362        22.4     2.14    49.67  11.38    20.62    23.52     0.00
APERTIF_J000362        22.4     2.33    66.48   6.13    20.90    23.84     0.00
APERTIF_J000362        22.4     2.53    62.86   9.94    21.14    24.12     0.00
APERTIF_J000362        22.4     2.72    57.35  12.60    21.35    24.36     0.00
APERTIF_J000362        22.4     2.91    76.72   7.71    21.54    24.56     0.00
APERTIF_J000362        22.4     3.11    70.21  10.53    21.69    24.75     0.00
APERTIF_J000362        22.4     3.30    65.46  11.51    21.84    24.91     0.00
APERTIF_J000362        22.4     3.49    40.83  11.88    21.96    25.05     0.00
APERTIF_J000362        22.4     3.69    72.42  11.90    22.08    25.18     0.00
APERTIF_J000362        22.4     3.88    53.56  10.94    22.18    25.30     0.00
APERTIF_J000362        22.4     4.07    67.86   7.08    22.27    25.40     0.00
APERTIF_J000362        22.4     4.27    70.26  14.24    22.36    25.50     0.00
APERTIF_J000362        22.4     4.46    58.51   6.94    22.43    25.59     0.00
APERTIF_J000362        22.4     4.65    69.79   9.89    22.50    25.67     0.00
APERTIF_J000362        22.4     4.85    71.06  11.38    22.57    25.74     0.00
APERTIF_J000369        26.4     0.40    74.82   8.02    10.88     9.82     0.47
APERTIF_J000369        26.4     0.79    64.18   8.87    17.80    16.07     0.30
APERTIF_J000369        26.4     1.17    56.69  13.05    21.92    19.78     0.14
APERTIF_J000369        26.4     1.56    71.72   7.66    24.48    22.09     0.06
APERTIF_J000369        26.4     1.94    70.86  11.03    26.17    23.62     0.02
APERTIF_J000369        26.4     2.33    61.35  12.45    27.37    24.70     0.01
APERTIF_J000369        26.4     2.71    65.72  10.58    28.25    25.49     0.00
APERTIF_J000369        26.4     3.10    75.55  12.06    28.92    26.10     0.00
APERTIF_J000369        26.4     3.48    87.09  15.84    29.45    26.58     0.00
APERTIF_J000369        26.4     3.87    74.77  10.61    29.88    26.97     0.00
APERTIF_J000369        26.4     4.25    78.84  11.94    30.24    27.29     0.00
APERTIF_J000369        26.4     4.64    76.10   9.82    30.54    27.56     0.00
APERTIF_J000369        26.4     5.02    72.73   9.28    30.79    27.78     0.00
APERTIF_J000369        26.4     5.41    66.30   8.54    31.01    27.98     0.00
APERTIF_J000373        45.6     0.40    89.57   7.45    13.18    12.04     0.56
APERTIF_J000373        45.6     0.65    82.59  11.75    19.10    17.45     0.42
APERTIF_J000373        45.6     0.91    88.51  14.06    23.26    21.25     0.27
APERTIF_J000373        45.6     1.16    85.61  12.36    26.20    23.93     0.16
APERTIF_J000373        45.6     1.42    88.08   8.64    28.33    25.87     0.09
APERTIF_J000373        45.6     1.67   111.92  14.01    29.92    27.33     0.05
APERTIF_J000373        45.6     1.92   109.02  13.24    31.16    28.46     0.03
APERTIF_J000373        45.6     2.18    82.83  11.26    32.13    29.35     0.01
APERTIF_J000373        45.6     2.43    95.61  10.67    32.92    30.07     0.01
APERTIF_J000373        45.6     2.69    90.63  11.74    33.57    30.66     0.00
APERTIF_J000373        45.6     2.94   100.06  13.44    34.12    31.16     0.00
APERTIF_J000373        45.6     3.19    92.98   9.01    34.58    31.58     0.00
APERTIF_J000373        45.6     3.45    91.82   8.96    34.98    31.95     0.00
APERTIF_J000373        45.6     3.70    76.28  10.97    35.32    32.26     0.00
APERTIF_J000373        45.6     3.96   104.07  16.58    35.62    32.54     0.00
APERTIF_J000373        45.6     4.21    96.70   6.22    35.89    32.78     0.00
APERTIF_J000373        45.6     4.46   116.11  11.89    36.13    33.00     0.00
APERTIF_J000373        45.6     4.72    87.88  10.70    36.34    33.19     0.00
APERTIF_J000373        45.6     4.97    79.23  12.53    36.53    33.37     0.00
APERTIF_J000373        45.6     5.23    94.08   7.22    36.70    33.52     0.00
APERTIF_J000373        45.6     5.48   101.16  12.70    36.86    33.67     0.00
APERTIF_J000397        49.4     0.40    83.57   9.84    11.89    10.48     0.54
APERTIF_J000397        49.4     0.64    97.59  10.94    17.21    15.16     0.44
APERTIF_J000397        49.4     0.88   102.50  11.34    21.14    18.63     0.31
APERTIF_J000397        49.4     1.12    92.50  11.86    24.03    21.18     0.20
APERTIF_J000397        49.4     1.36    83.10  10.25    26.19    23.08     0.13
APERTIF_J000397        49.4     1.60    73.57  13.62    27.85    24.53     0.08
APERTIF_J000397        49.4     1.84    95.66  13.33    29.14    25.67     0.05
APERTIF_J000397        49.4     2.08    86.70  10.27    30.17    26.59     0.03
APERTIF_J000397        49.4     2.32    98.69   7.44    31.02    27.33     0.02
APERTIF_J000397        49.4     2.56    82.33   9.96    31.72    27.95     0.01
APERTIF_J000397        49.4     2.80    83.87  12.46    32.31    28.47     0.01
APERTIF_J000397        49.4     3.04    75.23  11.08    32.81    28.91     0.00
APERTIF_J000397        49.4     3.28    89.77  11.48    33.24    29.29     0.00
APERTIF_J000397        49.4     3.52    84.10  14.30    33.62    29.62     0.00
APERTIF_J000397        49.4     3.76    96.17   9.39    33.95    29.91     0.00
APERTIF_J000397        49.4     4.00    89.36   5.21    34.25    30.17     0.00
APERTIF_J000397        49.4     4.24    91.34   8.52    34.51    30.40     0.00
APERTIF_J000397        49.4     4.48   102.78  14.63    34.74    30.61     0.00
APERTIF_J000405       108.8     0.40    73.30   7.03     9.86     8.17     0.52
APERTIF_J000405       108.8     0.83   109.31  10.77    17.80    14.75     0.41
APERTIF_J000405       108.8     1.26    55.79  12.81    22.92    18.99     0.23
APERTIF_J000405       108.8     1.69    76.94  11.96    26.24    21.74     0.12
APERTIF_J000405       108.8     2.12    92.45  11.11    28.49    23.61     0.06
APERTIF_J000405       108.8     2.56    73.28   8.48    30.09    24.94     0.03
APERTIF_J000405       108.8     2.99    85.14  12.37    31.28    25.92     0.01
APERTIF_J000405       108.8     3.42    86.41  10.68    32.20    26.68     0.01
APERTIF_J000405       108.8     3.85    99.56   9.40    32.92    27.28     0.00
APERTIF_J000405       108.8     4.28    70.26  11.73    33.50    27.76     0.00
APERTIF_J000405       108.8     4.71    85.99  11.42    33.99    28.16     0.00
APERTIF_J000405       108.8     5.14    93.52  10.31    34.39    28.50     0.00
APERTIF_J000405       108.8     5.57    77.06  10.48    34.73    28.78     0.00
APERTIF_J000405       108.8     6.00    65.70  14.17    35.03    29.03     0.00
APERTIF_J000405       108.8     6.44    83.20   7.29    35.29    29.24     0.00
APERTIF_J000405       108.8     6.87    83.11  10.33    35.51    29.42     0.00
APERTIF_J000405       108.8     7.30    89.27  11.40    35.71    29.59     0.00
APERTIF_J000405       108.8     7.73    60.59  14.23    35.89    29.74     0.00
APERTIF_J000405       108.8     8.16    77.33   8.10    36.05    29.87     0.00
APERTIF_J000410        33.5     0.40    81.11  12.05     9.87     8.71     0.44
APERTIF_J000410        33.5     0.66    71.18   3.46    14.65    12.93     0.35
APERTIF_J000410        33.5     0.93    92.62   8.98    18.08    15.95     0.24
APERTIF_J000410        33.5     1.19    71.39   7.38    20.52    18.10     0.14
APERTIF_J000410        33.5     1.46    93.40  10.31    22.30    19.67     0.08
APERTIF_J000410        33.5     1.72    71.27  13.17    23.64    20.86     0.05
APERTIF_J000410        33.5     1.99    77.92  16.98    24.68    21.77     0.03
APERTIF_J000410        33.5     2.25    71.26  11.15    25.50    22.50     0.01
APERTIF_J000410        33.5     2.52    67.77  10.09    26.16    23.08     0.01
APERTIF_J000410        33.5     2.78    49.84  12.20    26.71    23.57     0.00
APERTIF_J000410        33.5     3.05    51.24  12.50    27.17    23.97     0.00
APERTIF_J000410        33.5     3.31    74.42  12.22    27.56    24.31     0.00
APERTIF_J000410        33.5     3.58    66.56  11.31    27.89    24.61     0.00
APERTIF_J000410        33.5     3.84    80.26  11.82    28.18    24.87     0.00
APERTIF_J000412         8.2     0.40    59.42  13.64    13.06    13.81     0.45
APERTIF_J000412         8.2     0.52    85.13   9.48    15.82    16.74     0.36
APERTIF_J000412         8.2     0.65    58.15  12.07    18.03    19.07     0.27
APERTIF_J000412         8.2     0.77    78.32  10.97    19.79    20.94     0.20
APERTIF_J000412         8.2     0.90    74.72   6.55    21.22    22.45     0.14
APERTIF_J000412         8.2     1.02    89.85   6.89    22.38    23.68     0.10
APERTIF_J000412         8.2     1.15    78.96  11.54    23.35    24.70     0.07
APERTIF_J000412         8.2     1.27    82.79  11.97    24.15    25.55     0.05
APERTIF_J000412         8.2     1.40    70.65  11.69    24.84    26.28     0.03
APERTIF_J000412         8.2     1.52    62.34  10.27    25.42    26.90     0.02
APERTIF_J000412         8.2     1.65    78.48   7.15    25.93    27.43     0.02
APERTIF_J000412         8.2     1.77    56.25  11.65    26.37    27.90     0.01
APERTIF_J000412         8.2     1.90    75.15   9.80    26.76    28.31     0.01
APERTIF_J000412         8.2     2.02    72.05  14.15    27.11    28.68     0.00
APERTIF_J000412         8.2     2.15    87.16  11.69    27.41    29.00     0.00
APERTIF_J000412         8.2     2.27    77.24   9.65    27.69    29.29     0.00
APERTIF_J000412         8.2     2.40    78.58   7.78    27.94    29.55     0.00
APERTIF_J000412         8.2     2.52    78.80  10.01    28.16    29.79     0.00
APERTIF_J000412         8.2     2.65    87.33   6.55    28.36    30.01     0.00
APERTIF_J000412         8.2     2.77    69.40   9.76    28.55    30.21     0.00
APERTIF_J000412         8.2     2.89    80.03  12.31    28.72    30.39     0.00
APERTIF_J000412         8.2     3.02    82.81  12.71    28.88    30.55     0.00
APERTIF_J000412         8.2     3.14    73.11   4.71    29.03    30.71     0.00
APERTIF_J000412         8.2     3.27    79.38  11.42    29.16    30.85     0.00
APERTIF_J000416        21.7     0.40    86.84  11.28    10.89     9.53     0.50
APERTIF_J000416        21.7     0.72    66.94  10.58    17.13    14.99     0.38
APERTIF_J000416        21.7     1.04    90.76  11.55    21.32    18.66     0.23
APERTIF_J000416        21.7     1.36    94.61  14.24    24.15    21.14     0.12
APERTIF_J000416        21.7     1.68    78.89   9.96    26.14    22.88     0.06
APERTIF_J000416        21.7     1.99    93.62  15.21    27.59    24.16     0.03
APERTIF_J000416        21.7     2.31    68.47  10.00    28.69    25.12     0.02
APERTIF_J000416        21.7     2.63    81.50   9.85    29.55    25.87     0.01
APERTIF_J000416        21.7     2.95    77.18   9.09    30.24    26.47     0.00
APERTIF_J000416        21.7     3.27    85.48   7.58    30.80    26.96     0.00
APERTIF_J000416        21.7     3.59    81.35  10.89    31.26    27.37     0.00
APERTIF_J000416        21.7     3.91    80.12  12.74    31.66    27.72     0.00
APERTIF_J000416        21.7     4.23    90.16   8.45    31.99    28.01     0.00
APERTIF_J000416        21.7     4.55    88.66  12.99    32.28    28.26     0.00
APERTIF_J000416        21.7     4.86    88.48   9.08    32.54    28.49     0.00
APERTIF_J000416        21.7     5.18    91.26  11.51    32.76    28.68     0.00
APERTIF_J000416        21.7     5.50    68.49  12.25    32.96    28.85     0.00
APERTIF_J000416        21.7     5.82    75.89   8.82    33.13    29.01     0.00
APERTIF_J000416        21.7     6.14    80.20  11.41    33.29    29.15     0.00
APERTIF_J000416        21.7     6.46    79.52   7.93    33.44    29.27     0.00
APERTIF_J000416        21.7     6.78    69.02  13.08    33.57    29.38     0.00
APERTIF_J000416        21.7     7.10    90.01  15.10    33.68    29.49     0.00
APERTIF_J000416        21.7     7.42    94.23   8.33    33.79    29.58     0.00
APERTIF_J000416        21.7     7.74    74.79  10.43    33.89    29.67     0.00
APERTIF_J000426        43.6     0.40    73.63  10.42    13.51    12.69     0.55
APERTIF_J000426        43.6     0.64   102.90  13.24    19.13    17.97     0.40
APERTIF_J000426        43.6     0.88    78.25   9.88    23.06    21.67     0.25
APERTIF_J000426        43.6     1.12    85.93  11.27    25.85    24.28     0.15
APERTIF_J000426        43.6     1.36    95.85   8.40    27.87    26.18     0.08
APERTIF_J000426        43.6     1.60    80.94  12.01    29.39    27.61     0.05
APERTIF_J000426        43.6     1.84    93.54  10.74    30.57    28.71     0.02
APERTIF_J000426        43.6     2.08    97.08  10.17    31.50    29.59     0.01
APERTIF_J000426        43.6     2.32    85.43   5.21    32.25    30.30     0.01
APERTIF_J000426        43.6     2.56    74.17   9.49    32.88    30.88     0.00
APERTIF_J000426        43.6     2.81    87.77  14.44    33.40    31.37     0.00
APERTIF_J000426        43.6     3.05    67.10  15.57    33.85    31.79     0.00
APERTIF_J000426        43.6     3.29    76.46   8.29    34.23    32.15     0.00
APERTIF_J000426        43.6     3.53    94.81   8.45    34.56    32.46     0.00
APERTIF_J000426        43.6     3.77    93.10   9.26    34.85    32.74     0.00
APERTIF_J000426        43.6     4.01   105.04  14.23    35.11    32.98     0.00
APERTIF_J000431        60.5     0.40   145.72  15.35    10.95     8.55     0.76
APERTIF_J000431        60.5     1.44   158.13  10.77    32.79    25.60     0.71
APERTIF_J000431        60.5     2.48   130.23  13.42    44.69    34.90     0.30
APERTIF_J000431        60.5     3.52   159.12  13.33    51.28    40.04     0.11
APERTIF_J000431        60.5     4.56   174.03  17.87    55.30    43.17     0.04
APERTIF_J000431        60.5     5.60   138.43  13.56    57.96    45.26     0.01
APERTIF_J000431        60.5     6.64   152.14  14.84    59.85    46.73     0.00
APERTIF_J000431        60.5     7.68   160.73  15.28    61.25    47.82     0.00
APERTIF_J000431        60.5     8.72   103.28  14.77    62.33    48.66     0.00
APERTIF_J000432        47.6     0.40    89.36  12.78     9.94     9.14     0.42
APERTIF_J000432        47.6     0.60    81.35  12.75    13.48    12.40     0.34
APERTIF_J000432        47.6     0.79    83.31   9.81    16.17    14.87     0.25
APERTIF_J000432        47.6     0.99    58.20   8.88    18.21    16.75     0.17
APERTIF_J000432        47.6     1.18    67.90  12.08    19.77    18.18     0.11
APERTIF_J000432        47.6     1.38    67.26   9.16    20.99    19.31     0.07
APERTIF_J000432        47.6     1.57    64.23  10.46    21.97    20.21     0.04
APERTIF_J000432        47.6     1.77    85.46  10.82    22.76    20.93     0.03
APERTIF_J000432        47.6     1.96    58.47  13.04    23.41    21.53     0.02
APERTIF_J000432        47.6     2.16    57.05  10.11    23.96    22.04     0.01
APERTIF_J000432        47.6     2.35    68.34   6.93    24.43    22.47     0.01
APERTIF_J000432        47.6     2.55    66.01   6.95    24.82    22.83     0.00
APERTIF_J000432        47.6     2.74    78.03   9.52    25.17    23.15     0.00
APERTIF_J000432        47.6     2.94    67.34  11.65    25.47    23.43     0.00
APERTIF_J000432        47.6     3.13    83.68  10.14    25.74    23.67     0.00
APERTIF_J000432        47.6     3.33    66.45  14.17    25.98    23.89     0.00
APERTIF_J000432        47.6     3.52    51.14   9.14    26.19    24.08     0.00
APERTIF_J000432        47.6     3.72    72.39  12.20    26.38    24.26     0.00
APERTIF_J000438        19.5     0.40   114.17  18.35     9.50     7.41     0.66
APERTIF_J000438        19.5     1.03   139.61  16.13    22.19    17.31     0.78
APERTIF_J000438        19.5     1.65   115.59  18.44    31.31    24.43     0.55
APERTIF_J000438        19.5     2.28   138.78  13.08    37.56    29.31     0.33
APERTIF_J000438        19.5     2.90   129.27  12.71    41.92    32.70     0.19
APERTIF_J000438        19.5     3.53   151.08  16.43    45.06    35.15     0.10
APERTIF_J000438        19.5     4.16   128.36  14.65    47.40    36.98     0.05
APERTIF_J000438        19.5     4.78   122.08   8.85    49.20    38.38     0.03
APERTIF_J000438        19.5     5.41    92.62  18.51    50.62    39.49     0.01
APERTIF_J000438        19.5     6.03   114.65  16.23    51.77    40.39     0.01
APERTIF_J000438        19.5     6.66   111.83  13.29    52.72    41.13     0.00
APERTIF_J000438        19.5     7.28   107.75  16.95    53.51    41.75     0.00
APERTIF_J000438        19.5     7.91    95.12  13.39    54.19    42.27     0.00
APERTIF_J000438        19.5     8.54   126.61  13.37    54.77    42.73     0.00
APERTIF_J000438        19.5     9.16   131.59   9.32    55.27    43.12     0.00
APERTIF_J000438        19.5     9.79   104.42  17.23    55.71    43.46     0.00
APERTIF_J000438        19.5    10.41   132.57  15.44    56.10    43.76     0.00
APERTIF_J000438        19.5    11.04   114.75  11.17    56.44    44.03     0.00
APERTIF_J000438        19.5    11.67   159.61  16.08    56.75    44.27     0.00
APERTIF_J000438        19.5    12.29   122.33  14.65    57.03    44.49     0.00
APERTIF_J000440        16.9     0.40    91.17  12.60    11.17     9.08     0.62
APERTIF_J000440        16.9     1.18    98.48  11.30    25.86    21.02     0.38
APERTIF_J000440        16.9     1.95    81.83  11.86    33.10    26.90     0.13
APERTIF_J000440        16.9     2.73   111.44   9.64    36.98    30.06     0.04
APERTIF_J000440        16.9     3.51    94.39  10.50    39.33    31.97     0.01
APERTIF_J000440        16.9     4.28   100.70  11.03    40.88    33.23     0.00
APERTIF_J000440        16.9     5.06    99.80  11.74    41.98    34.13     0.00
APERTIF_J000440        16.9     5.84    90.76  14.69    42.80    34.79     0.00
APERTIF_J000456        10.0     0.40    31.12   8.68     6.65     7.14     0.23
APERTIF_J000456        10.0     0.57    38.02   9.79     8.44     9.06     0.16
APERTIF_J000456        10.0     0.73    34.38   8.75     9.75    10.47     0.11
APERTIF_J000456        10.0     0.90    66.15   8.98    10.73    11.53     0.07
APERTIF_J000456        10.0     1.06    45.97   7.63    11.48    12.33     0.04
APERTIF_J000456        10.0     1.23    33.00   8.97    12.06    12.96     0.03
APERTIF_J000456        10.0     1.40    33.60   7.95    12.52    13.45     0.02
APERTIF_J000456        10.0     1.56    43.38   5.34    12.90    13.86     0.01
APERTIF_J000456        10.0     1.73    62.63  15.33    13.21    14.19     0.01
APERTIF_J000456        10.0     1.90    47.94   8.33    13.47    14.47     0.00
APERTIF_J000456        10.0     2.06    31.11   9.79    13.70    14.71     0.00
APERTIF_J000456        10.0     2.23    32.01   7.89    13.89    14.92     0.00
APERTIF_J000456        10.0     2.39    59.00  12.47    14.05    15.10     0.00
APERTIF_J000456        10.0     2.56    48.41   9.06    14.20    15.25     0.00
APERTIF_J000456        10.0     2.73    32.17  13.99    14.33    15.39     0.00
APERTIF_J000456        10.0     2.89    40.34  10.88    14.44    15.51     0.00
APERTIF_J000456        10.0     3.06    42.89   8.92    14.54    15.62     0.00
APERTIF_J000456        10.0     3.22    38.05   7.00    14.64    15.72     0.00
APERTIF_J000456        10.0     3.39    31.24   5.67    14.72    15.81     0.00
APERTIF_J000456        10.0     3.56    43.14   3.94    14.79    15.89     0.00
APERTIF_J000456        10.0     3.72    35.48   3.51    14.86    15.97     0.00
APERTIF_J000456        10.0     3.89    37.43  10.98    14.93    16.03     0.00
APERTIF_J000457        30.8     0.40   132.15  13.69    10.23     7.98     0.71
APERTIF_J000457        30.8     1.51   123.19  15.49    31.81    24.82     0.65
APERTIF_J000457        30.8     2.63   147.81  17.18    43.16    33.68     0.26
APERTIF_J000457        30.8     3.74   121.67  15.03    49.30    38.47     0.09
APERTIF_J000457        30.8     4.85   150.28  12.56    53.00    41.35     0.03
APERTIF_J000457        30.8     5.97   160.65  14.06    55.43    43.25     0.01
APERTIF_J000457        30.8     7.08   107.47  15.81    57.15    44.59     0.00
APERTIF_J000457        30.8     8.20   147.01  14.46    58.42    45.59     0.00
APERTIF_J000457        30.8     9.31   135.00  15.79    59.40    46.35     0.00
APERTIF_J000457        30.8    10.42   134.13  13.07    60.17    46.95     0.00
APERTIF_J000457        30.8    11.54   149.34  16.27    60.80    47.44     0.00
APERTIF_J000457        30.8    12.65   130.79  12.30    61.32    47.85     0.00
APERTIF_J000457        30.8    13.76   125.39  12.45    61.76    48.19     0.00
APERTIF_J000457        30.8    14.88   122.86  10.81    62.13    48.48     0.00
APERTIF_J000457        30.8    15.99   139.80  12.11    62.45    48.73     0.00
APERTIF_J000458         7.7     0.40    71.43  13.91     7.94     9.13     0.25
APERTIF_J000458         7.7     0.72    39.82  11.33    11.34    13.04     0.11
APERTIF_J000458         7.7     1.05    55.80   7.74    13.20    15.17     0.04
APERTIF_J000458         7.7     1.37    44.19  11.53    14.31    16.45     0.01
APERTIF_J000458         7.7     1.69    59.89   9.03    15.04    17.29     0.00
APERTIF_J000458         7.7     2.01    44.93  10.27    15.56    17.88     0.00
APERTIF_J000458         7.7     2.34    48.44   6.41    15.93    18.32     0.00
APERTIF_J000458         7.7     2.66    42.96   8.09    16.22    18.65     0.00
APERTIF_J000458         7.7     2.98    48.90   6.57    16.45    18.91     0.00
APERTIF_J000458         7.7     3.30    58.71   6.50    16.64    19.13     0.00
APERTIF_J000458         7.7     3.63    50.73   6.51    16.79    19.30     0.00
APERTIF_J000458         7.7     3.95    44.30   6.88    16.92    19.45     0.00
APERTIF_J000458         7.7     4.27    37.10   5.83    17.03    19.57     0.00
APERTIF_J000458         7.7     4.60    48.91  10.83    17.12    19.68     0.00
APERTIF_J000458         7.7     4.92    38.55   6.66    17.21    19.78     0.00
APERTIF_J000460        34.5     0.40    54.00  13.03    13.23    15.66     0.40
APERTIF_J000460        34.5     0.59    62.48  11.67    16.93    20.05     0.25
APERTIF_J000460        34.5     0.78    84.00   7.68    19.44    23.02     0.14
APERTIF_J000460        34.5     0.98    78.66  11.13    21.20    25.10     0.07
APERTIF_J000460        34.5     1.17    80.77  11.20    22.47    26.61     0.04
APERTIF_J000460        34.5     1.36    99.85  11.84    23.44    27.75     0.02
APERTIF_J000460        34.5     1.55    64.75  10.22    24.19    28.64     0.01
APERTIF_J000460        34.5     1.74    77.69  14.20    24.78    29.34     0.00
APERTIF_J000460        34.5     1.93    85.74  13.06    25.27    29.92     0.00
APERTIF_J000460        34.5     2.13    97.12   9.92    25.67    30.39     0.00
APERTIF_J000460        34.5     2.32    70.58  12.18    26.01    30.80     0.00
APERTIF_J000460        34.5     2.51    82.45   6.83    26.30    31.14     0.00
APERTIF_J000460        34.5     2.70    90.23  10.74    26.55    31.44     0.00
APERTIF_J000460        34.5     2.89    57.41  15.30    26.77    31.69     0.00
APERTIF_J000460        34.5     3.08    85.19   6.73    26.96    31.92     0.00
APERTIF_J000460        34.5     3.28    73.47  11.46    27.13    32.12     0.00
APERTIF_J000460        34.5     3.47    71.11  12.40    27.28    32.30     0.00
APERTIF_J000460        34.5     3.66    81.75  11.92    27.42    32.46     0.00
APERTIF_J000460        34.5     3.85    74.47   9.95    27.54    32.60     0.00
APERTIF_J000460        34.5     4.04    81.93  14.50    27.65    32.74     0.00
APERTIF_J000464        60.3     0.40   155.02  14.12    13.91    11.03     0.87
APERTIF_J000464        60.3     0.92   142.83  20.91    28.64    22.71     0.86
APERTIF_J000464        60.3     1.44   167.26   9.78    38.79    30.76     0.56
APERTIF_J000464        60.3     1.96   141.18  12.60    45.59    36.15     0.32
APERTIF_J000464        60.3     2.48   170.74  15.65    50.28    39.87     0.17
APERTIF_J000464        60.3     3.00   137.99  14.04    53.63    42.53     0.09
APERTIF_J000464        60.3     3.52   155.64  12.95    56.14    44.52     0.04
APERTIF_J000464        60.3     4.04   162.49  11.28    58.06    46.04     0.02
APERTIF_J000464        60.3     4.56   157.45  14.40    59.58    47.25     0.01
